Source,Target,Type,Id,Label,Weight,first lines,note,editions,folio,last lines,facsimiles,attributed title,transcription,attributed author
DIMEV 3622,NLS1921,Undirected,279082,,1,"Mi leue frende dereHerken & ȝe may
                    here…",1136 lines in this MS; slightly imperfect.,"Ritson,  Joseph,
                        ed.  
             Ancient English Metrical Romances.
         3 vols. London, 1802; rev. Edmund Goldsmid and repr. Edinburgh:
            Goldlsmid, 1884: 3.282-20.
Michel,  Francisque,
                        ed.  
             Horn et Rimenhild.
Bannatyne Club
         80. Paris: Maulde et Renou, 1845: 341-89.
Caro,  Josef,
                        ed.  
             “ Horn Childe and Maiden Rimnild, eine
                Untersuchung. Breslau. In  ‘Kleine Publicationen aus der
                    Auchinleck-handschrift.’ ” 
             Englische Studien
         12 (1889): 323-66; orig. 1886; rev. ed: 323-66.
Hall,  Joseph. 
             King Horn: A Middle-English Romance
         Oxford: Clarendon, 1901: 179-92.
Mills,   Maldwyn,
                        ed.  
             Horn Childe and Maiden Rimnild, edited from MS Auchinleck,
                Advocates’ 19.2.1.
         Heidelberg: Universitätsverlag / Carl Winter, 1988.",ff. 317va-323vb,"…When þorbrond herd þisÞat horn to lon y comen
                    is…","Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.",Horn childe & maiden rimnild (f. 317va),,
DIMEV 3683,BLHar2253,Undirected,279165,,1,"Ne mai no lewed lued libben in londeBe he neuer in hyrt so hauer of
                    honde…",,"Wright,  Thomas,
                        ed.  
             The Political Songs of England.
Camden Society
         o.s. 6 (1839): 155-9.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 107.
Sampson,  George. 
             The Cambridge Book of Prose and Verse.
         Cambridge: at the UP, 1924: 393 (selection).
Robbins,  Rossell Hope,
                        ed.  
             Historical Poems of the XIV and XV Centuries.
         New York: Columbia UP, 1959: 24.
Turville-Petre,  Thorlac. 
             Alliterative Poetry of the Later Middle Ages.
Routledge Medieval English Texts.
         Washington: Catholic University of America Press, 1989: 28-31.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 40.",f. 70ra,…Wyde heo worcheþ vs woFor wymmene ware,"Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3686,CULGg4272,Undirected,279168,,1,"…Heo tok ferþ a wel fair þingOf hire finger a riche
                    Ryng…",824 lines.,"Lumby,  Joseph Rawson,
                        ed.  
             King Horn, Floriz and Blaunchfleur, The Assumption of Our Lady.
            
                G. H.
                McKnight
            
             EETS
         1901, o.s. 14 (1866); repr. 1990: 51-74, 101-14.",pp. 1a-10b,"…þat we him mote louie soþat we mote to heuene
                    go","Parkes,  Malcolm B.,  and  Richard Beadle.  
             “Introduction.” 
             Poetical Works. Geoffrey Chaucer. A Facsimile of Cambridge University
                Library MS Gg.4.27. 3 vols Cambridge: D. S. Brewer, 1979 (vol. 1); 1980 (vols. 2-3).",,,
DIMEV 3686,NLS1921,Undirected,279171,,1,"…I ne kan telle ȝou nowtHou richeliche þe sadel was
                    wrout…","861 lines in this MS, imperfect at beginning due to lost
                    folios.","Taylor,  Albert Booth,
                        ed.  
             Floris and Blanchfleur.
         Oxford: Clarendon, 1927. 
Hartshorne,  Charles Henry. 
             Ancient Metrical Tales.
         London: W. Pickering, 1829: 81.
Laing,  David,
                        ed.  
             A Penni Worth of Witte, Florice and Blauncheflour….
Abbotsford Club
         29. Edinburgh, 1857: 15-44.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 68-73 (extracts).
Kooper,  Eric,
                        ed.  
             Sentimental and
                    Humorous Romances.
         Kalamazoo, MI: Western Michigan University for TEAMS, 2006: 1-52.",ff. 100ra-104vb,"…Amen siggeȝ al soAnd ich schal helpe ȝou þer
                    to","Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.",,,
DIMEV 3699,BodDig2,Undirected,279187,,1,"No more [ne] willi wiked beForsake ich wille þis world is
                    fe…",,"Furnivall,  Frederick James,
                        ed.  
             “Religious Poems from MS. Digby 2.” 
             Archiv für das Studium der neueren Sprachen und
                Literaturen
         97 (1896): 309-12: 312.
Furnivall,  Frederick James,
                        ed.  
             The Minor Poems of the Vernon Manuscript, Part 2.
EETS
         o.s. 117 (1901; repr. 1973): 756-7.
Patterson,  Frank A. 
             The Middle English Penitential Lyric.
Columbia University Studies in English.
         New York: Columbia Press, 1911: 119.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 126.
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 130-1.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 277.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 294.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 134-5.
Oliver,  Raymond. 
             Poems Without Names: The English Lyric 1200-1500.
         Berkeley, CA: University of California, 1970: 38.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 154-5.",f. 15,"…for sothe i tel him mor þan wodeþat hantit
                    licherie",,,,
DIMEV 3742,YaleBei492,Undirected,279354,,1,,Old French text of Speculum.,,Art. 2,,,,,
DIMEV 3766,CamTCC323,Undirected,279393,,1,"Nou is mon hol & seintI huvel him comit in
                    mund…",Some lines cropped at right.,"Wright,  Thomas,
                        ed.  
             The Latin Poems Commonly Attributed to Walter Mapes.
Camden Society
         o.s. 16 (1841): 322.
Varnhagen,  Hermann. 
             “Zu mittelenglischen gedichten: IV-X.” 
             Anglia
         3 (1880): 59-67, 275-92, 415-25, 533-51: 577.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 31.
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 73-4.
Conlee,  John W.,
                        ed.  
             Middle English Debate Poetry: A Critical Anthology.
         East Lansing, MI: Colleagues Press, 1991: 8-9.",f. 27rb,"…þu salt in horþe wonien & wormes to cheuen&
                    of alle ben lot þat her þeve lew",,,,
DIMEV 3774,BLHar913,Undirected,279411,,1,"Nou ihesu for þi derworþ blodeþat þou schaddist
                    for to man kynȜit vs grace to wirch workis godeto heuen þat
                    we mot entir in…",Two verse lines per manuscript line.,"Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 15-16.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.128.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 114-16.",ff. 31v-32,"…be sech we him mild and modeþat sok þe milk of maid
                    is brestþat boȝt vs wiþ is der blodȜiue vs euer in
                    heuen rest",,,,
DIMEV 3797,BLHar2253,Undirected,279446,,1,"Nou skrnkeþ rose & lylie flourþat whilen ber þat
                    suete sauour…",,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 87-9.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 213-15.
Chambers,  Edmund Kerchever,  and  Frank Sidgwick.  
             Early English Lyrics….
         London: Buller, 1907, 1911 et seq: 97-9.
Brown,  Carleton Fairchild,
                        ed.  
             Religious Lyrics of the XIV Century.
         Oxford: Clarendon, 1924. 2nd ed., rev.: G. V. Smithers, Oxford,
            1952: 11-12.
Segar,  Mary Gertrude,
                        ed.  
             A Mediaeval Anthology.
         London, NY: Longmans, Green, 1915: 63-4 (5 stanzas only).
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 60-2.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958:  288-89 (5 stanzas only).
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 69-71.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 48-50.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 126-9.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 46-8.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 181-3.
Saupe,  Karen,
                        ed.  
             Middle English Marian
                    Lyrics.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1998: 149-50; 262-3.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 63.",f. 80rb,"…Iesu haue merci of vsþat al þis world
                    honoure","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3806,CamTCC323,Undirected,279467,,1,"Nu þis fules singet hand maket hure blisseand þat gres up
                    þringet and leued þe ris…",,"Greg,  Walter Wilson. 
             “‘I Sing of a Maiden that is Makeless’.” 
             Modern Philolog
         7 (1909-10): 165-7: 166-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 55.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 13-14.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 131-2.
Saupe,  Karen,
                        ed.  
             Middle English Marian
                    Lyrics.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1998: 64-5; 191-2.",f. 81v,"…I hered ibe þe time þat such chid uas
                    iborenþat lesed al of þine þat arre was for lore",,"Exemplum de beata Virgine et gaudiis eius (f.
                    81v)",,
DIMEV 3809,CamTCC323,Undirected,279470,,1,"Nu þu vnseli bodi up on bere listWere bet þine robin of
                    fau & of gris…","Translating ‘purpura cum bisso dignum te fecit
                    abysso…’, which precedes ME text.","Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 64.
Woolf,  Rosemary. 
             The English Religious Lyric in the Middle Ages.
         Oxford: Clarendon, 1968: 92.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 224-5.",f. 84,"…þu noldist not þe bi þenchen forte ben wisfor
                    þi hauistu for lorin þe Ioye of parais",,,,
DIMEV 4123,NLS1921,Undirected,280099,,1,"…Of a chaunce ichil ȝou telleÞat whilom in þis
                    londe bifelle…","400 lines in couplets; imperfect at beginning due to lost leaf, of which
                    only a stub remains (f. 256a); part of last line cut out with initial for next
                    work.","Laing,  David,
                        ed.  
             A Penni Worth of Witte, Florice and Blauncheflour….
Abbotsford Club
         29. Edinburgh, 1857: 1-14.
Kölbing,  Eugen. 
             “Vier Romanzen-Handschriften.” 
             Englische Studien
         7 (1884): 101-25: 113-17.",ff. 257ra-259rb,…Þai ferd miri & so mot weA [ ],,[A penni]worþ [of wit]te (f. 256avb),,
DIMEV 4127,BLHar2253,Undirected,280103,,1,"Of a mon matheu þohteþo he þe wynȝord
                    wrohte…",,"Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 184-6.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 41-3.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 143-5.
Morris,  Richard,
                        ed.  
             Specimens of Early English A.D. 1250-A.D. 1400.
         Oxford, 1867 [See also Morris  and  Skeat (1882)
XRichard Morris,   and  Walter William Skeat.  
             Specimens of Early English , Pt. I, A.D. 1150-A.D.1300.
         Oxford: Clarendon, 1882, 2nd ed. 1885; Pt. II, A.D. 1298-A.D.1393,
            Oxford: Clarendon, 1872, 2nd ed. 1894; Pt. III. Orig. published separately,
            1871]: 105-7.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 42-3.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 158-9.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 41.",f. 70vb;  71rb,"…ant saide he come wel ȝoreant gonne is loue for
                    lete","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
