Id	Label	Note	Subjects	Versification	_description	Macaronic	Author(s)	Author confidence	Title(s)	Bibliographic Ghosts	Type
DIMEV 2788	Jesu after our baptism ever thou us keep		sacraments; prayers, on sacraments	— seven-line — ababbcc	A prayer on the Seven Sacraments — one stanza rhyme royal						Text
DIMEV 2789	Jesu almighty and Mary maiden free		prayers, against peril	— seven-line — ababbcc	A prayer for defence against enemies — one stanza rhyme royal						Text
DIMEV 2790	Jesu and His disciples dear		sermon texts, Gospel	— two-line — aa	Gospel for Friday after Fourth Sunday in Lent, in the ‘expanded’ Northern Homily Cycle				Northern Homily Cycle		Text
DIMEV 2791	Jesu as Thou art king of bliss		prayers, to Christ; Christ, prayers to	— monorhyme — aa	A simple prayer — six monorhyming lines						Text
DIMEV 2792	Jesu as Thou art our savior		carols, Nativity	— four-line — aaab	A song to Christ — five quatrains (aaab) and burden: ‘Jhesu jhesu jhesu jhesu / Saf vs alle thorw thi vertu’						Text
DIMEV 2793	Jesu as Thou may do Thy will	Immediately follows and formerly included in 2794; see 5940.	Jesus, prayers to; prayers, to Jesus	— four-line — abab	A prayer for Christ’s protection — three cross-rhymed quatrans						Text
DIMEV 2794	Jesu as Thou me made and bought	See 5940.	prayers to Christ	— four-line — aaaa	A prayer to Jesus — one monoryming quatrain						Text
DIMEV 2795	Jesu at morrow as Thou were take		Cross, hours of	— six-line — aabccb	The Hours of the Cross — eight 6-line stanzas						Text
DIMEV 2796	Jesu be Thou my joy all melody and sweetness	"For further MSS see Allen (1927)
XAllen, Hope Emily. Writings Attributed to Richard Rolle. New York: Modern Language Association of America, 1927, 170-7."	prayers, to Christ; Christ, prayers to	— irregular — abb	Three irregular rhyming lines in Rolle’s English Psalter (Ps. XVI)		Richard Rolle		English Psalter		Text
DIMEV 2797	Jesu by Your speed		Saunders, Laurence, of Coventry; occasional verse; historical poems; protest verse	— six-line — aabccb	Verses on injustice against Laurence Saunders at Coventry (1496) — four 6-line stanzas (aabccb)						Text
DIMEV 2798	Jesu called together him self / All his Apostles twelve		sermon texts, Gospe	— two-line — aa	Gospel for Thursday after Whit Sunday, in the ‘expanded’ Northern Homily Cycle				Northern Homily Cycle		Text
DIMEV 2799	Jesu came out of Galilee		sermon texts, Gospel	— two-line — aa	"Gospel, ‘Dominica in oct. Epiphanie: Evangelium secundum
Mattheum’, in the ‘expanded’ Northern Homily Cycle"				Northern Homily Cycle		Text
DIMEV 2800	Jesu Christ all this worlds read	"For another MS. which prefixes six introductory lines see 3383; for extracts from the Proverbs of Hendyng occurring separately see 973, 2395, 2400, 4475, and 6629; and cf. Wright and Halliwell-Phillipps (1845)
XThomas Wright, and James Orchard Halliwell-Phillipps. Reliquiae Antiquae. 2 vols. London: Smith, 1845, 1.193 (lines 1-32, MS 2), 1.256 (lines 1-22, MS 1)."	proverbs	— six-line — aabccb	The Proverbs of Hendyng — 6-line stanzas (aabccb)		Hendyng		The Proverbs of Hendyng		Text
DIMEV 2801	Jesu Christ and all mankind		ingratitude; aphorisms; translations	— two-line — aa	On ingratitude — two couplets translating ‘Lex et natura Christus simul omnia iura / Dampnant ingratum plangung illum fore natum’ which precedes it in John Grimestone’s preaching notebook		John Grimestone				Text
DIMEV 2802	Jesu Christ fulfilled of grace / In the temple up he raise	For another text of this Gospel see 3297.	sermon texts, Gospel		Gospel, ‘In vigilia Sancte Trinitatis’, in the ‘expanded’ Northern Homily Cycle	aa			Northern Homily Cycle		Text
DIMEV 2803	Jesu Christ full of pity		Cecilia, saint, life of; saints’ lives	— two-line — aa	Life of St. Cecilia, in the ‘expanded’ Northern Homily Cycle				Northern Homily Cycle		Text
DIMEV 2804	Jesu Christ Gods Son of heaven		fifteen, O’s of Christ; Christ, fifteen O’s	— four-line, alliterative — abab	The Fifteen O’s — seventy-three quatrains, and an Invocation of twelve quatrains, and an Epilogue of six lines				The Fifteen O’s		Text
DIMEV 2805	Jesu Christ Gods son		dialogues; Peter Dominican, saint	— two-line — aa	Dialogue between St. Peter Dominican and the Crucifix — six and eight lines in couplets						Text
DIMEV 2806	Jesu Christ have mercy on me		prayers to Christ	— two-line — aa	A Prayer to Jesus — three couplets						Text
DIMEV 2807	Jesu Christ heaven king / All us grant good ending	See 1886 and cf. 1003.	Merlin; Arthurian literature; romances	— two-line — aa	Arthour and Merlin — 9938 lines in couplets				Arthour and Merlin		Text
DIMEV 2808	Jesu Christ heaven king / and His Mother that sweet thing		Creation	— six-line	Canticum de creatione — two hundred 6-line stanzas.						Text
DIMEV 2809	Jesu Christ heaven king / Be at my beginning	For other versions, see 3089, 5131, 6635.	instruction, religious; allegories	— two-line — aa	‘De Principio Creationis mundi’, an Englishing of Grosseteste’s Chateau d’Amour — in couplets		Robert Grosseteste		Chateau d’Amour ; De Principio Creationis mundi		Text
DIMEV 2810	Jesu Christ heaven king / Give us all good ending		prayers to Christ	— six-line — aabccb	A prayer to Jesus — four 6-line stanzas (aabccb), with three extra lines prefacing stanza 1						Text
DIMEV 2811	Jesu Christ I beseech Thee for the cleanness of Thine incarnation		Christ, prayers to		A simple prayer — eleven lines						Text
DIMEV 2812	Jesu Christ I Thee beseech		prayers, domestic	— six-line	A morning prayer to God, Christ, the Virgin Mary, St. Michael, etc. — seven 6-line stanzas						Text
DIMEV 2813	Jesu Christ in Trinity / Only God and persons three		romances; lais, Breton	— twelve-line? — aabccbddbeeb	The Earl of Toulous — in 12-line stanzas (aabccbddbeeb)				The Earl of Toulous		Text
DIMEV 2814	Jesu Christ keep our lips from pollution		prayers to Christ	— eight-line	A prayer to Jesus — six 8-line stanzas						Text
DIMEV 2815	Jesu Christ loved thou be		Mary Magdalene, saint, life of; saints’ lives	— two-line — aa	Life of St. Mary Magdalene, in the Scottish Legendary				Scottish Legendary		Text
DIMEV 2816	Jesu Christ most merciful		prayers to Christ	— monorhyme — aaa	A simple prayer to Christ — three monorhyming lines						Text
DIMEV 2817	Jesu Christ most of might		epitaphs; Wenlock, John le, of Luton (Beds.)	— two-line — aa	Epitaph of John le Wenlock, c. A.D. 1480, formerly in Wenlock Chapel on the north side of the choir in the parish church of Luton, Bedfordshire — four couplets						Text
DIMEV 2818	Jesu Christ my leman sweet that diedest on the Rood-Tree	For an adaptation to the Virgin Mary see 3024.	Christ, wounds of; prayers, by Christ and His Passion	— four-line — aaaa	A prayer of the Five Wounds — one long monorhyming quatrain						Text
DIMEV 2819	Jesu Christ of mights most / Father and son and holy ghost	For other versions see 2002 and 6676.	All Saints’, feast of; All Souls’ Day	— two-line — aa	The Founding of the Feasts of All Saints and All Souls						Text
DIMEV 2820	Jesu Christ of Nazareth / That died on cross with wounds wide		prayers to Christ	— four-line — aa	A popular prayer to Jesus — one quatrain						Text
DIMEV 2821	Jesu Christ of Nazareth / That for us all sufferedest		Christ, wounds of; prayers, by Christ and His Passion	— six-line — aabccb	A prayer of the Five Wounds — one 6-line stanza (aabccb)						Text
DIMEV 2822	Jesu Christ our heaven king		tales	— sixteen-line — aaabcccbdddbeeeb	‘A mery iest of the mylner of Abyngton with his wyfe and his doughter and two poore scholers of Cambridge’				‘A mery iest of the mylner of Abyngton with his wyfe and his doughter and two poore scholers of Cambridge’		Text
DIMEV 2823	Jesu Christ our Lord so sweet		sermon texts, Gospel	— two-line — aa	Gospel for Saturday after Third Sunday in Lent, in the ‘expanded’ Northern Homily Cycle — in couplets				Northern Homily Cycle		Text
DIMEV 2824	Jesu Christ our savior	"Critical edition, Kaluza (1890)
XKaluza, Max. Libeaus Desconus, Die Mittelenglische Romanze vom Schönen unbekannten.
Altenglische Bibliothek 5. Leipzig: Reisland, 1890, (2232 lines)."	romances; Arthurian literature	— twelve-line? — aabccbddbeeb	Libeaus Desconus — mainly in 12-line stanzas (aabbccbddbeeb)				Libeaus Desconus		Text
DIMEV 2825	Jesu Christ rightful Justice / King and lord over all kings	Among them are five stanzas of 2905.	Passion, meditations on	— four-line	‘An holy meditaciun and the Sauteer of Crystis Passiun’ — sixty-three quatrains				An holy meditaciun and the Sauteer of Crystis Passiun		Text
DIMEV 2826	Jesu Christ Saint Mary son		prayers to Christ	— four-line — abab	A prayer to Jesus — twenty quatrains (abab)						Text
DIMEV 2827	Jesu Christ that died on tree		prayers to Christ	— twelve-line	A Prayer to Christ — three 12-line stanzas						Text
DIMEV 2828	Jesu Christ that died on tree / To buy mans soul…	For the normal version see 3588.	manners, treatises on; children, instructions for behaviour of	— eight-line, six-line, four-line — ababbcbc, ababcc, abab	An expanded and altered version of Lydgate’s Stans Puer ad Mensam (3588) (abab) with a Prologue of six 8-line stanzas (ababbcbc)		John Lydgate		Stans puer ad mensam		Text
DIMEV 2829	Jesu Christ that is so free / To mans soul speaketh he		Christ, Passion of; Passion; Christ, appeal of, to man	— four-line — aaaa	Christ’s Appeal to Man, ‘A luytel tretys of loue, of Godes passyon’ — in quatrains				A luytel tretys of loue, of Godes passyon		Text
DIMEV 2830	Jesu Christ to whom we call / Said to his disciples all		Margaret, saint; sermon texts, Gospel	— two-line — aa	Gospel, ‘In festo sancte Margarete’, in the ‘expanded’ Northern Homily Cycle				Northern Homily Cycle		Text
DIMEV 2831	Jesu Christs mild Mother / Stood beheld her son o rood	Cf. 5038.	liturgical texts	— six-line — aabccb	A version of the Sequence, ‘Stabat iuxta Christi crucem’ — eleven 6-line stanzas (aabccb)				‘Stabat iuxta Christi crucem’		Text
DIMEV 2832	Jesu descended for to come		sermon texts, Gospel	— two-line — aa	Gospel for Monday after Fourth Sunday in Lent, in the ‘expanded’ Northern Homily Cycle				Northern Homily Cycle		Text
DIMEV 2833	Jesu do me love Thee so			— four-line — monorhymed	Rubric heading to Latin prose text of The Fifteen O’s of St. Bridget — four lines, monorhymed						Text
DIMEV 2834	Jesu doth him bemean / and speaketh to sinful man		Christ, appeal of, to man	— irregular	Appeal of Christ to Man — forty lines in irregular stanzas						Text
DIMEV 2835	Jesu for Thee mourn I may		Christ, love toward; love, toward Jesus	— six-line — aabccb	A Song of Love to Jesus — two 6-line stanzas (aabccb)						Text
DIMEV 2836	Jesu for Thine precious blood	For a variant in 8-line stanzas see 2846; for a very similar prayer in 6-line stanzas see 2838.	prayers, by Christ and His Passion; Christ, wounds of; sins, deadly	— six-line — aabccb	A prayer by the Seven Times Christ shed His Blood, linked as Remedies against the Deadly Sins — seven 6-line stanzas						Text
DIMEV 2837	Jesu for Thy blissful blood		Christ, prayer to; prayers, to Christ	— four-line — abab	A simple prayer to Jesus — four lines						Text
DIMEV 2838	Jesu for Thy blood Thy bleddest	Stanzas 1-7 are incorporated into 491 (stanzas 4-10); for a similar prayer see 2836.	Christ, wounds of; prayers, by Christ and His Passion	— six-line — aabccb	A prayer by the Seven Times Christ shed His Blood — eight 6-line stanzas						Text
DIMEV 2839	Jesu for Thy clemency of Thy incarnation		prayers, to Christ; Christ, prayers to	— four-line — aabb	A prayer to Jesus — one quatrain						Text
DIMEV 2840	Jesu for Thy holy name / And for Thy bitter Passion	For a prose variant see London, British Library Addit. 33381, f. 181v.	prayers, by the Holy Name; Christ, Holy Name of	— four-line, two-line — abab, aa	The popular prayer by the Holy Name — four lines, frequently followed by two more varying lines						Text
DIMEV 2841	Jesu for thy holy name	Burden based on the first stanza of 2840.	litanies; carols, of saints	— six-line — ababcc	A Litany to Christ, the Virgin Mary, Angels and Saints — nine 6-line stanzas (ababcc) with refrain, ‘And bryng us to that blysse / That neuere shall mysse’, and 4-line burden: ‘Prey we to the trinyte / And to al the holy compane / For to bryng vs to the blys / The wych shal neuer mysse’				A Litany to Christ, the Virgin Mary, Angels and Saints		Text
DIMEV 2842	Jesu for thy mickle might / Thou give us of thy grace		Christ, Passion of; Passion, meditations on	— ten-line — ababccdeed	A Meditation on the Passion — five 10-line stanzas (ababccdeed)						Text
DIMEV 2843	Jesu for thy much might		Christ, prayers to; mottoes	— two-line — aa	A motto on a scroll in one MS of Hoccleve’s De Regimine Principum (3581)		Thomas Hoccleve		De Regimine Principum		Text
DIMEV 2844	Jesu for Thy precious blood		prayers to Christ	— four-line	A simple prayer to Christ — one quatrain						Text
DIMEV 2845	Jesu for Thy precious blood		prayers, to Christ	— two-line — aa	Prayer for salvation — one couplet						Text
DIMEV 2846	Jesu for Thy precious blood	Followed immediately by 2850; for a variant see 2836.	Christ, wounds of	— eight-line — irregular	‘Here men mai see hou Oure Lord Ihu Crist schadde his precious blood VIJ tymes aȝens þe VII deedli synnes’ — seven stanzas generally in 8 lines each				‘Here men mai see hou Oure Lord Ihu Crist schadde his precious blood VIJ tymes aȝens þe VII deedli synnes’		Text
