CatalogNum	UUID	QUOTE_TRANSCRIPTION	Person	AuctionYear	Lot	PersonUUID
595	21c656ca-35ed-43a5-82c7-d49c28af9fc4	John Baynes	John Baynes			
595	4b20bca8-6bee-4317-8b00-4fd310250845	Richard Gough (1810, Lot  2236)	Richard Gough	1810	2236	ed7cfb20-5746-447a-a3f3-9f820d1b3271
595	060dfc76-5bfd-4016-a381-42eeecf46d4c	Heber (IV, 1834, Lot 1391)	Heber	1834	1391	b65b8074-3418-474a-8eef-d7cd5c397e2b
595	526be889-e614-4d47-91c4-af55a9850e69	Britwell (1924, Lot 485)	Britwell	1924	485	da0aab0a-6916-4c74-b89f-2ed5d34e54be
599	aa89154e-2c27-4dee-a10d-989bc1387111	Huth (IV, 1914, Lot  4425)	Huth	1914	4425	451dc889-08c9-4d7c-af81-9dd9263849ea
599	c649728f-cd4c-4a58-a6b2-be9c7e23b4a9	Clawson (1920, Lot 291)	Clawson	1920	291	9676f736-9b48-4a32-9618-e635f2cc248e
6	66ed8f00-b51d-422d-9229-74cba4fec405	The W.A.H. Martin (1888, Lot 93)	W.A.H. Martin	1888		ef5b8b93-b490-4925-aca6-7c23353165a5
6	21961dd0-9e03-4954-97be-207ffa72a653	Britwell (1922,  Lot 9) copy.	Britwell	1922		b511f684-6340-4368-83e8-c13fe05d79d9
60	de8cd528-011f-4085-bfd5-dcfc17504b00	The Shakespeare Library (II, 1918, Lot 43)	Shakespeare Library	1918	43	17ac9ba8-0d6c-4a89-b7a9-1830f9ce70dd
600	62769fad-599d-4c67-9249-776f4fdd501d	Shakespeare Library copy, Il, 1918, Lot 213	Shakespeare Library	1918	213	547ea0a0-fe61-4606-ad02-4143d95b8a4d
607	4cf335e2-a62a-4363-9873-8be57fbf5d04	Grafton (1811, Lot 50)	Grafton	1811	50	0a233e36-eeae-49ef-9800-28e97644db0d
607	d792cb49-d5de-4eab-85ed-9183f245c870	Gossett (1813, Lot 4984)	Gossett	1813	4984	e9b7077b-7d9e-420f-8330-70515e35835d
607	2274a0c4-6e68-4761-a689-7fae023fb887	Heber (XII, 1836, Lot 1075)	Heber	1836	1075	8f2fdf13-08cf-4bf8-8e5d-d17beeaa6e9e
607	ea88c7b9-0a35-450f-9e82-d2c4da1c4e3e	Britwell	Britwell			
616	d56caa5f-d652-4905-b228-81f9f83440d2	Jolley (IV, 1844, Lot 655)	Jolley	1844	655	c7823cda-b9b8-4b22-b09f-d333ea11025a
616	f58451d1-4136-47cd-b7f2-1ac63115561e	Britwell (1921, Lot 145)	Britwell	1921	145	5792e431-0ac8-47ac-b52b-0c1c710a5722
616	c4c92d75-fd64-4ceb-80c0-3ef35753b153	Clawson (J, 1926, Lot 465)	Clawson	1926	465	314f61d6-c6a7-4db6-9eba-16504ff24a63
617	ca71dfdc-c604-4639-aa14-0e1d5f00d119	Lamport Hall copy discovered in 1867	Lamport Hall			3509b898-5d84-4c99-b338-ac315e4e8ca0
617	20c509c4-be5d-4a91-bbd2-a50f4d852cb9	Britwell Library  in 1893, sold 1922, Lot 440, with labelt.	Britwell	1922	440	9d054d36-6d51-4ea5-b549-6c861c2572ad
618	e883f18e-9bcb-4831-ab2e-cd7299c6c454	Mostyn (1919, Lot 190)	Mostyn	1919	190	83ebc15f-fd12-44de-b514-93f551146b23
619	85014077-bd84-49f3-a3f3-c9cdb4541083	sold at Sotheby’s 23 July rgor,	Sotheby’s			f51a5b00-06c2-473d-a9c7-b6210dbb5ed7
619	ec78feb1-3fe6-4b9e-910a-fff1f43ba6f5	J.T.Adams sale, 1931, Lot 144.	J.T. Adams	1931	144	81e0d17f-727b-476f-be42-249ba048fd85
62	5044eb84-8792-4810-af82-3c8b9df44b4f	The Curzon-Zouche (1920,  ‘opy:	Curzon-Zouche	1920		6f34b40f-cb90-4429-90cd-428e9a8d397b
620	d0b2a002-5f94-45f6-8b4b-ada9ead190ec	Clawson (I, 1926, Lot 466)	Clawson	1926	466	62208c86-003b-402d-8659-07f36fe6d95a
621	f3e225c0-64e5-44a7-bfed-dcac0c73f1c0	he library at Gaddesden  Place, Hemel Hempstead, the property of Sir Walter Halsey, Bt., sold Sotheby’s 19 April 1932s  Lot 331f.	Sir Walter Halsey, Bt	1932	331f	c49518aa-8eb7-4618-976c-15f47b90ee6a
622	9ea4c3a7-f7d5-4fe3-ac4d-e35c477ce391	British Museum duplicate  (stamped 1787, but not listed in 1788 sale)	British Museum	1787		eb60ca9a-39d3-4319-9baf-0e2c4faa38d7
622	dad7ce9a-a31e-44d7-8327-86872990db00	Edwin Freshfield (1933, Lot 144)	Edwin Freshfield	1933	144	8d25e39d-2bfa-442e-9aab-245a234ccfba
623	694d95bb-a55a-4ca6-8bcb-fd7ed4f9b580	Marsden J. Perry	Marsden J. Perry			
623	00681f4b-1fdd-4722-9447-3f93078142fd	Jones (1923,  Lot 114)	Jones	1923	114	5e3cae99-27be-4e94-8449-4ac6d499d9fc
623	e7082479-ebed-4664-97ee-39b38fb9b045	Clawson (I, 1926, Lot 464)	Clawson	1926	464	521f4a0d-a79e-4524-a4fe-bdc1555dfad5
624	753c8d29-59c9-4a71-986f-8c6360c67e5d	Richard  Wright (1787, Lot 1657)	Richard Wright	1787	1657	c09d9f7d-ac59-41c2-8d00-2f2d3ee2bb71
624	5038ab5f-05ff-473e-91ee-16533e2896dd	Kemble (1798)	Kemble	1798		b821cbd0-10c7-423b-8201-ebd63fcc8287
624	a9659a71-e5f7-4477-972b-f9dce955134d	Devonshire	Devonshire			
624	1401a176-38a9-40ae-ae43-b4ff2c30b68f	Huntington	Huntington			
625	948ec555-6541-417a-a140-5a3edd7d6424	John Miller of Dunstable	John Miller of Dunstable			
625	d7ae4215-7bbb-4d03-b276-b5f3dd86e227	Britwell (1926, Lot 552, resold July 1927, Lot 102)	Britwell	1926	552	f6caf70e-1f3c-48ec-a96d-a4e0ae578ed7
626	cf016da3-bffc-49b4-b02b-e2c8afae9e53	Britwell (March 192s, Lot 557)	Britwell	1925	557	f752c851-76f2-4536-aa4e-6124b036ea2b
627	a5a677ea-cc4c-43d3-b485-f2acbb6a5057	C.B.Foote (II, 1895, Lot 191)	C.B.Foote	1895	191	8ad14be5-3b65-4214-95c6-725ba94b93fd
627	54e6db0b-83e5-4018-b82b-428e01f4ade2	Hagen (1918, Lot 738)	Hagen	1918	738	0a2b06f4-fd0d-442d-bbf0-f9190dcab4ff
628	d412c6b6-eabd-40c7-ab42-f7f339fb0e43	Kemble (1798)	Kemble	1798		b45e4c83-bbbe-4cd5-b13b-2334dd8ef6b2
628	968ce585-863a-4582-abb9-c772c38740a5	Devonshire	Devonshire			
628	bd94f013-f1e4-4678-9b2d-77c34d6fec6a	Huntington (IX, 1918, Lot 362)	Huntington	1918	362	6bb0aa4f-9552-4415-86e6-a4cfe0807e33
629	7f77bff4-4726-4f4d-8c3a-a44b0f32cc26	Huth (IV, 1914,  Lot 4505)	Huth	1914	4505	b67af3bf-b693-4f0c-be50-e0a1edeeeeb2
63	79d729c1-be0a-43b2-b43b-79af66629dd3	The Bishop Daly (1858, Lot 168)	Bishop Daly	1858	168	aaa9951b-9dd8-43a8-9029-7f21660427ba
63	09be81d3-af39-4aa6-b05c-2bad297526f2	Bishop Gott (II, 1908, Lot 23)	Bishop Gott	1908	23	66f45561-7cf4-4139-ae6b-ec6b8e517c3a
63	278bae5c-5a34-48a1-8252-b09afbccc72d	Hagen (1918, Lot 46)	Hagen	1918	46	71af90a4-aa29-4950-95e3-2c1e8d7f4119
631	98559c93-c111-4479-9c51-d78d047ad802	Knight (1847, Lot 639)	Knight	1847	639	95499003-d767-44f7-855b-549ce81fe690
631	7f01a57d-1968-4d98-b5cb-80d3a269ea88	Tite (1874, Lot 1911)	Tite	1874	1911	6af69b53-5310-49dd-8777-ff938d60c670
631	b9f627e4-cc7d-45ff-bc5a-45277b357505	Arnold (1901, Lot 263)	Arnold	1901	263	293fc5b9-464d-4deb-92e0-cec35ce956ba
631	8529057d-2df2-47ec-9402-c4294dbe54c1	Hagen (1918, Lot 734) c	Hagen	1918	734	361fb77d-b59a-42ff-9cc0-84b372edc6ea
632	d0bb57a3-6279-4569-ba60-b16da4008eb5	Clawson (I, 1926, Lot 477)	Clawson	1926	477	158a5190-52e0-4167-a39e-c9de9387fc41
632	1b224dfa-27cf-4479-a352-ae4f9a609a4e	Charles II	Charles II			
632	ab4992f9-1270-405a-8d83-cefeb2d0ccc1	Charlemont (11 August 1860, Lot 67)	Charlemont	1860	67	f8958838-62bb-4570-861c-1d6155ed7d7d
632	67e48b05-54c7-40b6-ab99-66d3cdcf5060	Huth (IX, 1920, Lot 8270)	Huth	1920	8270	816af560-6245-4108-b512-b773b83020c2
633	06638e76-12a6-40a2-8b6e-4c5bb442f447	Holgate (1845)	Holgate	1845		56a1ff9a-0af1-4c93-80c5-e653167b5cff
633	255bd1a8-5328-4928-9aae-9fa9b0286ac4	Britwell (1922, Lot  450)	Britwell	1922	450	52f25e49-785e-4aea-a5ed-bf280876a03c
634	a8946ec2-b504-4509-9967-75f92d771077	Kemble	Kemble			
634	b396ba6b-8fc7-4f6f-819a-72b1d0dcdcd3	Devonshire	Devonshire			
634	477e1dd8-8b62-46e3-9970-2f56adc5f149	Huntington	Huntington			
634	0f7aa1b4-83cf-4bcd-b4b5-0e0191b691e8	Jones (1923, Lot 121)	Jones	1923	121	98b34696-e9f1-41c3-9d5b-2983b671ff96
634	a4c285a7-2945-48b2-bfd6-553e98146cec	Clawson (I, 1926, Lot 476)	Clawson	1926	476	5c54c4a8-0688-4eb8-b0a0-a5bd437e28a2
635	5a1a52fd-6cca-4ef1-8f3c-a8478bf389f7	Lefferts (1902, Lot 852)	Lefferts	1902	852	6fb53981-0a2d-448c-86a6-adc9d6391d66
635	f853d8c2-f91a-4725-967d-b435a72b441c	Hagen (1918, Lot 733)	Hagen	1918	733	3f952440-30bd-40d6-840c-0453966c0857
636	6488af9f-2dd2-4796-b1df-118440a2d900	Roxburghe (1812, Lot 5351)	Roxburghe	1812	5351	c824ea75-ae64-4a8e-9248-97f634b0f3a0
636	157e5864-e05e-499e-8bed-ce097ccd0416	Heber (IV, 1834, Lot 1979)	Heber	1834	1979	e941a290-9299-4b20-b048-b7137e83cc29
636	73babf84-7f68-4312-b179-192df0ab5ee1	Corser (VI,  1871, Lot 214)	Corser	1871	214	ef2f3deb-e633-49d0-b861-f897205c2184
636	2bafc8d4-382c-4567-98fc-48a1d346c03e	Britwell (1921, Lot 153)	Britwell	1921	153	2465117b-80f8-4dca-ace0-782e6d356f61
636	875ab19c-b018-4e33-8b38-511175957d3e	Clawson (I, 1936, Lot 473)	Clawson	1936	473	b664050a-6f5b-473c-897f-32ae507b8934
637	5f744039-f5b7-41fa-9198-50316f7a9a44	Kemble (1804)	Kemble	1804		9ceb5c30-08a6-4ff5-a85d-589fdcf44614
637	9ed487cd-d386-4609-aee9-2804dd399907	Devonshire	Devonshire			
637	f17fdd36-7ef5-412a-9553-fc343936b63d	Huntington (V, 1917, Lot 251)	Huntington	1917	251	e13d6b77-b09e-4db4-9653-147ad3ae0479
638	47d95f2e-596e-4856-9a3b-044966435583	Kemble (1797)	Kemble	1797		ae9ce37b-6af8-441a-a4c7-f88593180188
638	ccd1b06e-2ea7-4c3a-b230-6daa6aee553d	Devonshire	Devonshire			
638	6d9fa0f7-1f6f-4b30-94c0-86fcfe9df236	Huntington	Huntington			
639	9ba933c9-5f06-4b13-ba32-53b8b2c44c20	Lefferts (Richmond List 1901, p.57)	Lefferts	1901		f3d07cad-4c28-4afa-a795-45938de69480
639	cb8a9d8e-7b43-41d8-80bb-9af11fc6cb36	Winans	Winans			
639	68465af7-db59-4fb7-9338-4caf1e7b1594	Hagen (1918, Lot 778)	Hagen	1918	778	bc50303b-e6d5-4044-ab5a-2046a7522fdc
639	9de0e2f0-81a8-4d41-979d-e57027ac85d5	Clawson (II, 1926, Lot  559)	Clawson	1926	559	e694a4c2-ec51-4078-a1f6-413d30963959
64	25909d1f-34f3-4012-b782-135fb9aa04d3	The James W. Ellsworth (private)	James W. Ellsworth			ecfee09e-101f-4faf-898a-90fd59e46bbd
640	490cb8b3-deab-4c5a-a390-33534be05dd5	Mostyn (1919, Lot 194)	Mostyn	1919	194	e5bb9829-e55e-4f30-9441-5f002356749f
641	c128aef6-5034-4b22-b625-a161b6b0ffd1	G.Walter Steeves (not listed in sale)	G.Walter Steeves			a3ec1c17-647d-45f9-b902-2bf02e6a0ae3
641	50b7f0d1-e6f4-4b21-a7b9-7d77cee95121	Jones (1919, Lot 1078)	Jones	1919	1078	dff6d8fc-4abe-4011-9d04-5990440ab213
642	16cbfab8-832b-4adc-ab4c-9471537cde8d	Hagen (1918, Lot 745)	Hagen	1918	745	31f97520-c987-4998-be7d-e12a5f15ed23
643	bc17cddd-192a-4e71-8eb1-70b4ebbbcf0a	Bridgewater	Bridgewater			
643	e308eae8-2ec6-4ad8-93c3-c062f3fa6d88	Huntington (VII, 1918, Lot 534)	Huntington	1918	534	a6ad7ec6-4545-4602-9726-db819236a542
643	4cc4a1e6-20e4-40a0-a5e7-f524d9073d87	Clawson (I, 1926, Lot 493)	Clawson	1926	493	2a41d18d-6b79-490a-ac6e-01c0ff2e4ecc
644	734ea7bb-ee53-4d21-839d-deb7adda03cb	Bridgewater	Bridgewater			
644	65925df2-fa09-49ed-b1f9-362e27a7dfc3	Huntington (VIII, 1918, Lot 314)	Huntington	1918	314	5c00edaf-27a6-4c64-9970-76058bcbdcd7
644	a6e38388-74f0-49cf-8731-58bab2b450bc	Jones (1919, Lot 1077)	Jones	1919	1077	423cc379-0b00-4b87-bcee-4ad07779f289
645	c3776dd4-3d8a-43d3-8e62-bfc985d47d4c	Shakespeare Library  (J, 1918, Lot 222)	Shakespeare Library	1918	222	4b484f31-c337-4971-8af9-8752c58195bb
646	a67fa573-eb26-4f31-b12c-7473f7e4e320	Halsey	Halsey			a67fa573-eb26-4f31-b12c-7473f7e4e320
646	85772893-4489-44ac-8cb6-468b3101a7b8	Huntington (V, 1917, Lot 258)	Huntington	1917	258	b9df8628-3950-4ed2-8b1b-f8a845bf004e
646	d7658360-fe0d-4e91-8225-29f74f4e5ffc	Mostyn (1919, Lot  202	Mostyn	1919	202	230ef331-ccf8-43af-91ba-e0962847ff70
647	1d929458-8ddd-41c0-95a7-2345e90b67f7	Bridgewater	Bridgewater			
647	181ecb9d-1c24-45e6-a127-763420fdb793	Huntington	Huntington			
648	cbe26f56-5d2f-460f-a3f8-95812eb57775	Farmer (1798, Lot 6152)	Farmer	1798	6152	755ac5f1-c913-425c-8c34-c13f50ccbcb2
648	6cc10a95-5b84-4f23-80f1-772ccb1112ae	Hibbert} (1829, Lot 6255)	Hibbert	1829	6255	62c78cad-a2bb-464e-a153-0e5b9dcc8f78
648	77ad4430-9475-4a05-9982-758cd83572d5	Britwell  (1924, Lot 522)	Britwell	1924	522	c940db17-a9fe-40f1-8657-a0b52036604c
65	28374a6e-6376-45b9-bc47-7b0397ce0f1b	The Shakespeare Library (II, 1918, Lot 43)	Shakespeare Library	1918	43	795d086b-039d-4f7a-bce8-744b74d3869d
654	4db7b441-14ce-4a8e-932a-01c9f2f8d2d0	John Burleigh James	John Burleigh James			
654	15b5005e-ddc6-4dfb-b9dc-a06127c33c40	Locker	Locker			
654	d05d22d1-2f3d-4839-9f39-a0fababaa7cd	W.A. White  (private)	W.A. White			ca2b5fe6-4ba8-4693-8ed6-876d555a73ea
655	6fbe6cd3-908b-4ef9-821a-c4a91615d525	Rowfant	Rowfant			
655	8c01f68f-02c4-4840-9f22-9405a53f5298	W.A.White  (private)	W.A. White			b897b984-dbf8-48f6-8d06-2dc796ac87ac
656	4f4862f5-8ee7-40a6-ac5f-d64c65fd60a5	Inglis (1826, Lot 64)	Inglis	1826	64	8f1887fc-76d9-41b3-8340-2d2c961645d9
656	4169893a-12b9-4b48-a1c6-ff558c3def10	Holgate (1846)	Holgate	1846		0fe859a7-0a55-43f5-a5d7-eb9b7d13d146
656	0c4bece8-9794-402b-a1a3-fcd9c53a1b9c	Kershaw (1877)	Kershaw	1877		23c89f13-5ebb-40fa-9579-f7d46ff40b27
656	00b71315-ea64-4703-b5a6-8b0a5354a9d1	Huth (V, 1916, Lot 4742)	Huth	1916	4742	daa94df7-3a08-489a-98b5-a2b95c9aef53
656	64041d95-293d-4fab-8eea-1286ddb37ec6	Jones (1919, Lot 1085)	Jones	1919	1085	2c01a52c-345b-4df8-874f-ef771832e4d3
657	69098dd0-33d1-4e21-b9dc-84acc8704c23	H. Barrett Lennard	H. Barrett Lennard			
657	079870fe-f8a9-44c9-b7e0-69e99f8adf8a	W.A. White	W.A. White			
659	b90fe816-735c-4167-9701-d5fc5716febc	Bridgewater duplicate	Bridgewater			47229451-f5da-484c-b867-b2a72ad35c02
659	e858f14a-ca87-4c78-90f4-303bdcca64d1	Sotheby’s 12  April 1893, Lot 244	Sotheby’s	1893	244	38f3e7d1-712c-468e-b096-e92592520d17
659	b2202d37-4f0a-4162-bbdc-99f1edab3da2	W.A. White (private)	W.A. White			8ac19574-9533-4e1d-ad5e-5f530a057529
661	a94d9d4f-2e4a-48ba-8eeb-74f2a89780aa	Britwell (1923, Lot 449)	Britwell	1923	449	9bcb6201-3402-4878-9db1-f229c1d750d7
662	f43cb1da-a90c-4634-a13b-851ea63572aa	Fowle	Fowle			
662	251d1137-6c9b-4b06-af55-05460b3a68ac	Locker	Locker			
662	e8e9f1af-dd7c-4a19-85f9-0b3d15eb2f38	W.A.White	W.A. White			
663	6ab0bd36-a7f4-413a-a470-074b3233e1e6	Wright (1787, Lot 1814)	Wright	1787	1814	1b4f23d8-fe8d-42d4-a9f9-a625bb037089
663	b45772b1-5736-4846-b33b-434074062bba	Kemble (1797)	Kemble	1797		ff5134ae-109c-4766-a233-fc0bafd96345
663	2f0ceb86-c510-4a54-9098-652dde7ac08b	Devonshire	Devonshire			
663	f28b5dad-eeb7-4eac-b31d-c182f30ee88e	Huntingtonf (IX, 1918, Lot 396)	Huntington	1918	396	06f7d500-3568-4f16-9676-f31056969df5
664	dbfe63de-f7d7-42f5-9ec1-36192f9395f8	Bridgewater	Bridgewater			
664	0e5628d6-39e9-4efc-bfa6-319208320286	Huntington	Huntington			
664	a2305d23-b80b-4f74-9a2f-7a66d2e57910	Jones (1923, Lot  127)	Jones	1923	127	158def3d-dad1-438d-a575-6ba3759c9149
664	82e538bb-908a-4b70-8651-bc828bb1bba1	Clawson (I, 1926, Lot 499)	Clawson	1926	499	d9a56294-9646-4f9d-9ef5-e6edbda2f847
665	627e0f68-ae8d-4688-b23e-b698f8ccf820	Reginald  Cholmondeley (1897, Lot 144)	Reginald Cholmondeley	1897	144	dfefa4bc-e4ab-412a-a781-4bb96aef0ea7
665	1c041c44-2235-4406-a730-d338ea659b78	W.A. White	W.A. White			
666	c3165878-f4a1-4832-ae45-b4404ad294d1	Wright (1787, Lot 1814)	Wright	1787	1814	498053bb-04be-4cb1-b7cd-baf8407157a9
666	eff9cb32-22e9-400a-b5b5-714704f6677b	Kemble (1797)	Kemble	1797		4858ef49-99d3-41e9-b753-80b6d7903f1e
666	dec0accf-9087-4bd7-b6d9-be93cfcf4dc3	Devonshire	Devonshire			
666	d842f3d7-efb9-4a32-abb9-6c7a32e42940	Huntington (IX, 1918, Lot 397)	Huntington	1918	397	aa21c7d7-116f-4ab9-9e02-9aa14c45f5f1
667	3c9744dd-14b8-434a-90db-56e6d407e604	Arbury (1920, Lot  202)	Arbury	1920	202	05d9a5c8-b033-4781-9bbc-6140e79f89e0
667	c46c90cd-45b6-4f3c-85c1-1bfd3828a1b5	G.D.Smith (II, 1920, Lot 233)	G.D.Smith	1920	233	8d2b6c22-c61d-4089-9251-1f5622b3f089
67	00be8036-58da-46aa-bc19-d02328ab55f2	The Bishop White Kennett	Bishop White Kennett			
67	02b1fb8a-23ee-4db4-a9e0-a9c0ffd3630a	George Stokes	George Stokes			
67	ad2df43d-7fc3-4484-a091-2fcfd492ede9	Forman (I, 1920, Lot 780)	Forman	1920	780	44656cf8-21df-496e-8484-9c76da881875
67	a674b988-b665-4ecc-ac33-36c487f0e614	Jones (1923, Lot 174)	Jones	1923	174	c6912170-0208-4ee9-8610-f46be0c2a635
67	74e41a93-2abd-4326-b196-6f15288b96b8	Clawson (II, 1926, Lot 788)	Clawson	1926	788	e04057d9-1047-4753-bb66-5e7f9889a09d
670	c1c3b144-5d80-4de6-a5ba-831ae799b456	Britwell (March 1925, Lot 400)	Britwell	1925	400	87146690-5aa9-4ace-96f7-1687b3166400
671	758727bd-9e56-41e0-9312-8c5a89f6cc95	Hagen (1918, Lot 749)	Hagen	1918	749	4d3ce99d-d4e9-49fc-bb49-8b2919e1d1e9
672	85c5674c-3eb2-4303-88b2-82a21b8d71b4	Jones (1919, Lot 1090)	Jones	1919	1090	8e53e3e6-17bf-439f-b8d9-9ad981677bde
673	27c18f47-1a34-43dd-9023-178f96892c32	Mostyn (191g, Lot  208)	Mostyn	1919	208	a9ee33ac-a4f5-4fab-b8fd-551818afacae
673	2599b1e9-17e2-4772-a7f3-a2eba523d4f2	Clawson (1, 1926, Lot 509)	Clawson	1926	509	c1cfd098-d2fe-4ad0-8766-2a7e1dc5beb5
674	73149779-731c-4f7f-8414-2c7df5082b50	Mostyn (1919, Lot 209)	Mostyn	1919	209	e9d12acc-7bcc-414e-9865-492ab07c32f2
674	53f70f8a-5ed0-4b07-aca8-09ea8623350e	Clawson  (1, 1926, Lot 510)	Clawson	1926	510	ad8beddb-ff30-48b5-b987-88be69f61727
675	1b18512c-76aa-4c09-b771-fd135c378a30	Kemble	Kemble			
675	68f8fa3f-b762-4420-b0eb-7b00a3151139	Devonshire	Devonshire			
675	9d7479e4-a6b8-4971-9044-cb9a7a963dad	Huntington	Huntington			
676	09901b52-4656-4ee6-972e-42c521562b40	Shakespeare Library (II, 1918, Lot 236)	Shakespeare Library	1918	236	a6bd43df-fb06-4fa7-bc77-53146c3066ff
677	94e05abb-94b3-4a38-a1aa-9245de6a93da	E.D.Church estate sale, 1916, Lot 1083	E.D.Church	1916	1083	bb5e23eb-ca3f-4b88-830b-a5056d931424
678	2009bb15-8513-49f6-aee2-b2c0b068e5b8	Bridgewater	Bridgewater			
678	9d0d8937-0775-4897-8955-1d58f7cf753e	Huntington (VIII, 1918, Lot 322)	Huntington	1918	322	942f4d61-f173-44eb-be82-51c9a8548044
678	29c833cd-89e4-4901-9dd0-10981077b730	Clawson  (I, 1926, Lot 523)	Clawson	1926	523	0677610f-12fe-45b4-86d2-657219ee4d9b
68	e09545df-b425-4087-b61e-95b1c026a61e	The Webster  (1893, Lot 731)	Webster	1893	731	e4b9cba0-9c30-4f19-960e-036aa24c7b37
68	c9b20e21-b47c-45b4-9a3f-0a34a759b85c	Hoe (II, 1912, Lot 3218)	Hoe	1912	3218	cdc93e92-f510-4ed3-a25d-40f5b45bc6cc
68	7b79424f-3242-4725-8395-d70cdbdde55e	Huntington (private)	Huntington			a5e72de5-739a-4c8f-b259-d94428001b15
68	3210fc63-d49f-44b2-9090-813011294295	Jones (1919, Lot 1252)	Jones	1919	1252	90bbff7d-7bc1-4111-a654-b31e4ed731a2
680	000c197c-fb1d-4cf2-b8e1-27a51198a4cb	Jones (1919, Lot 1113)	Jones	1919	1113	355f149d-e213-4362-b92d-1ccebbf4553f
681	6e47249c-5715-4961-9f70-be01fa9a8867	Mostyn (1919, Lot 218)	Mostyn	1919	218	3936bbfd-2586-40f6-9d90-263d1ee3fb0c
681	91c89c5e-5f82-4307-8650-92abf4f0c502	Chew (I, 1924,	Chew	1924		32628349-ac4f-451b-9d1a-cb722293c4ca
682	6b86fb3c-6384-4f9d-b299-b129bb2d1294	Hagen (1918, Lot 756)	Hagen	1918	756	4716b7f1-1484-40fd-9a1e-20c92709db26
683	06592f3f-4a8e-4e5a-b6a8-f2ec107c973c	Mostyn (1919, Lot 220)	Mostyn	1919	220	9247afc2-1565-4f9b-845c-3662dfba1b45
684	b339f305-c217-4d80-8573-579d0c1e9f80	Kemble (1797)	Kemble	1797		456aeaf4-883b-4595-bd29-6ac2845fc065
684	4dd4c269-8e26-4910-a666-7ee188be5443	Devonshire	Devonshire			
684	0ff2ba47-c359-43fc-bd50-43ff73e6034f	Huntington	Huntington			
685	18f31e15-80f4-4fbd-a520-243f9c98a885	Kemble (1797)	Kemble	1797		87e22f40-09a3-4e64-962f-a2485ef7b242
685	2add0fff-1a0d-4485-82b0-53fb6834e95c	Devonshire	Devonshire			
685	63a61781-d373-49f6-bf83-2805c6f7b40c	Huntington	Huntington			
686	0fe20866-ae12-4d04-af5f-9e38b94aafc1	Hagen (1918, Lot 759)	Hagen	1918	759	8eb35166-b48e-460a-9763-dc83cd2ae469
686	4ec40326-94f2-4535-a825-b6038180dc21	Clawson (II, 1926,  Lot 527)	Clawson	1926	527	4d11e805-2fea-483b-a0ea-e548982a83da
687	a94d1c04-e85a-4059-b427-964948bae355	Kemble (1798)	Kemble	1798		45d0259f-2307-4d56-934a-b6b70a419ce9
687	6c778f75-f348-4679-9fb5-52460c47538a	Devonshire	Devonshire			
687	63c2fbed-4e6a-46f6-95d4-174c55465be7	Huntington	Huntington			
688	76239822-713b-4567-9e70-dd0a780dee0d	Hoe (III, 1912, Lot 2220)	Hoe	1912	2220	ad492ff0-9ce3-4396-9d77-290bd23f9a1e
688	bf95d50c-7f4d-435f-815a-60a5e3702aac	Huntington  (1X, 1918, Lot 40s)	Huntington	1918	40s	86452330-8ae1-48c5-b8d5-237a81228860
689	f59aac03-f716-4ea5-9d31-434f61dc6b70	Jadis  (1828, Lot 51)	Jadis	1828	51	0185b95b-e5a6-4592-b05d-c9d675de920e
689	330e29a8-9189-44ad-b2da-1d0c07eff902	Britwell (1924, Lot 547)	Britwell	1924	547	68e221d9-e57e-4a4e-bf9c-cb936fd9fe15
690	a67d8a5a-4c13-4ecb-b3d4-208b7a026410	Hibbert (1829, Lot 325§)	Hibbert	1829	325	271ae0b6-e814-4729-b862-d2ac3e1c5cf2
690	0ff7e3aa-92b5-431a-a1e1-d8a0226a60cf	Britwell (1920, Lot 211)	Britwell	1920	211	6f51d0d1-3da2-40ee-83b8-fe47c554dbec
691	d2109fc1-d5f8-4ec5-8fc9-676f24c88676	Mostyn (1919, Lot 245)	Mostyn	1919	245	d5ae379f-249d-4cfe-a1e6-a8250c37bd5b
692	3a8fb2f8-3135-4168-a88c-10b0b9797cc6	Mostyn (1919, Lot 234)	Mostyn	1919	234	0667ac75-5d57-4bf5-86f5-cdceb4f552f4
692	6a2920d4-d017-4bd1-a959-a138e8f742bc	Clawson (II, 1926, Lot 542)	Clawson	1926	542	dcb34158-91af-4541-9d63-b19caca15319
693	2c99a53b-d505-43a9-850b-f54c89d3100c	Jones (1923, Lot 136)	Jones	1923	136	86b30c53-179d-447f-bdca-cd6aef068555
693	c4b432c5-555c-4059-8f98-d1bb58a052b3	Clawson (II,  1926, Lot 538)	Clawson	1926	538	3b4f7175-7a8d-4cb2-86d9-f7fe7f12ad78
694	e5ad623f-66a0-41bf-b57b-f98549f751ac	Mostyn (1919, Lot 231	Mostyn	1919	231	1f92edb3-069a-4a76-a801-26392402c7a0
694	8d60e24b-84db-4a19-ad69-68b1bdb25696	Clawson (1926, II, Lot 535)	Clawson	1926	535	2008ac8f-b3cb-4fb0-b2ce-491ed93af8a5
695	deb006bc-e973-4af1-bc6c-65b69333c2bb	Bridgewater	Bridgewater			
695	50a5a303-e473-40bc-83c8-4052cc0c3566	Huntington (VII, 1918, Lot 583)	Huntington	1918	583	c68d6e0e-ca5b-4eb3-87cf-34db64b78be0
